"L6_sourcetype_category","L7_sourcetype",Product,Vendor,"data_descriptor_url","data_descriptor_display","install_docs","splunk_add_on","_mkv_child"
"Authentication data","oneidentity*","One Identity safeguard for privileged sessions","One Identity","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"4502|4503",24
"Authentication data","onelogin*","OneLogin Identity and Access Management",OneLogin,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"5136|5732|5749",25
"Authentication data","openldap*",OpenLDAP,OpenLDAP,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,3520,26
"Authentication data","ping*","Ping Identity","Ping Identity","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,,27
"Authentication data","pinsafe*",pinsafe,Pinsafe,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4112,28
"Authentication data","psono*","Psono Enterprise Password Management Solution",Psono,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/About",4456,29
"Authentication data","rsa:securid*","RSA SecurID Authentication Manager server","RSA Security","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"2958|5210",30
"Authentication data","safenetat*",SafeNetAT,"SafeNet AT","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4079,31
"Authentication data","sailpoint*","SailPoint Identity Security Cloud",SailPoint,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"3803|4088|5571",32
"Authentication data","shibboleth*",Shibboleth,"Shibboleth Consortium","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4389,33
"Authentication data","stealthbits*","Stealthbits Data Access Governance",Stealthbits,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4368,34
"Authentication data","unix:useraccounts","Unix and Linux",Generic,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/About",833,35
"Authentication data",userswithloginprivs,"Unix and Linux",Generic,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/About",833,36
"Authentication data","wb:syslog","Forcepoint Websense DLP",Forcepoint,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Wallix/bastion/","2955|2966|3661",37
"Authentication data","wmi:useraccounts*","Microsoft Windows",Microsoft,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/Windows/AbouttheSplunkAdd-onforWindows",742,38
"Authentication data","*beyondinsight*","Cisco BeyondTrust Products",Cisco,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,6897,0
"Authentication data","*beyondtrust*","Cisco BeyondTrust Products",BeyondTrust,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"6819|6897|6913|6968",1
"Authentication data","*okta*","Okta Identity Cloud",Okta,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"3682|5111|6553",2
"Authentication data","*ppsondemand*","Proofpoint On Demand Email Security",Proofpoint,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4327,3
"Authentication data","*sonrai*","Sonrai Security","Sonrai Security","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,6434,4
"Authentication data","*wineventlog:*windows*smartcard*","Microsoft Windows",Microsoft,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,742,5
"Authentication data","*wineventlog:directory*","Microsoft Windows",Microsoft,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,742,6
"Authentication data","*wineventlog:key-management*","Microsoft Windows",Microsoft,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,742,7
"Authentication data","1password*","AgileBits 1Password",AgileBits,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,5632,8
"Authentication data","alsid*","Tenable Alsid",Tenable,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"4060|5173|6884",9
"Authentication data",auditd,"Linux Auditd OCSF",Generic,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/About","7045|833",10
"Authentication data","bitwarden*","Bitwarden Password Manager",Bitwarden,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"6546|7019",11
"Authentication data","centrify*","Privileged access management",Centrify,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"3271|3881",12
"Authentication data","cisco*acs*","Cisco Access Control System (ACS)",Cisco,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,1811,13
"Authentication data","cisco*apic*","Cisco Application Policy Infrastructure Controller (APIC)",Cisco,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,1897,14
"Authentication data","cisco*ise*","Cisco Identity Services (ISE)",Cisco,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"1589|1915|6460",15
"Authentication data","cloudknox*","CloudKnox Security","CloudKnox Security","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,5170,16
"Authentication data","cyberark*","CyberArk Enterprise Password Vault (EPV)",CyberArk,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"2891|5160|5296",17
"Authentication data","gem:*","Gem Security","Gem Security","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,6719,18
"Authentication data","jumpcloud*","JumpCloud Directory Insights",JumpCloud,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"5412|6613",19
"Authentication data",lastpass,Lastpass,Lastpass,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,,20
"Authentication data","linux*audit*",Linux,Generic,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"3412|4232|833",21
"Authentication data","novell*","Novel NetIQ",Novell,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,,22
"Authentication data","obsidian*","Obsidian Security","Obsidian Security","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,7087,23
"Authentication data","oneidentity*","One Identity safeguard for privileged sessions","One Identity","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"4502|4503",24
"Authentication data","onelogin*","OneLogin Identity and Access Management",OneLogin,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"5136|5732|5749",25
"Authentication data","openldap*",OpenLDAP,OpenLDAP,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,3520,26
"Authentication data","ping*","Ping Identity","Ping Identity","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,,27
"Authentication data","pinsafe*",pinsafe,Pinsafe,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4112,28
"Authentication data","psono*","Psono Enterprise Password Management Solution",Psono,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/About",4456,29
"Authentication data","rsa:securid*","RSA SecurID Authentication Manager server","RSA Security","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"2958|5210",30
"Authentication data","safenetat*",SafeNetAT,"SafeNet AT","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4079,31
"Authentication data","sailpoint*","SailPoint Identity Security Cloud",SailPoint,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"3803|4088|5571",32
"Authentication data","shibboleth*",Shibboleth,"Shibboleth Consortium","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4389,33
"Authentication data","stealthbits*","Stealthbits Data Access Governance",Stealthbits,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4368,34
"Authentication data","unix:useraccounts","Unix and Linux",Generic,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/About",833,35
"Authentication data",userswithloginprivs,"Unix and Linux",Generic,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/About",833,36
"Authentication data","wb:syslog","Forcepoint Websense DLP",Forcepoint,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Wallix/bastion/","2955|2966|3661",37
"Authentication data","wmi:useraccounts*","Microsoft Windows",Microsoft,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/Windows/AbouttheSplunkAdd-onforWindows",742,38
"Authentication data","*beyondinsight*","Cisco BeyondTrust Products",Cisco,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,6897,0
"Authentication data","*beyondtrust*","Cisco BeyondTrust Products",BeyondTrust,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"6819|6897|6913|6968",1
"Authentication data","*okta*","Okta Identity Cloud",Okta,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"3682|5111|6553",2
"Authentication data","*ppsondemand*","Proofpoint On Demand Email Security",Proofpoint,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,4327,3
"Authentication data","*sonrai*","Sonrai Security","Sonrai Security","https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,6434,4
"Authentication data","*wineventlog:*windows*smartcard*","Microsoft Windows",Microsoft,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,742,5
"Authentication data","*wineventlog:directory*","Microsoft Windows",Microsoft,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,742,6
"Authentication data","*wineventlog:key-management*","Microsoft Windows",Microsoft,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,742,7
"Authentication data","1password*","AgileBits 1Password",AgileBits,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,5632,8
"Authentication data","alsid*","Tenable Alsid",Tenable,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"4060|5173|6884",9
"Authentication data",auditd,"Linux Auditd OCSF",Generic,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data","https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/About","7045|833",10
"Authentication data","bitwarden*","Bitwarden Password Manager",Bitwarden,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"6546|7019",11
"Authentication data","centrify*","Privileged access management",Centrify,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,"3271|3881",12
"Authentication data","cisco*acs*","Cisco Access Control System (ACS)",Cisco,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,1811,13
"Authentication data","cisco*apic*","Cisco Application Policy Infrastructure Controller (APIC)",Cisco,"https://lantern.splunk.com/Data_Descriptors/Authentication_data","Authentication data",,1897,14
